qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
SemSearch_ES-26,disney orlando,0.3409,6,tagmee.topn3.replace,0.5887,Lincoln Park,tagmee.topn3,0.42700000000000005,disney orlando Walt Disney World,conceptluster.topn5.3.bm25,0.42700000000000005,disney orlando walt disney world,rm3.topn10.10.0.5.bm25,0.4006,walt park lake hotel disnei kingdom resort florida compani orlando,termluster.topn5.3.bm25,0.3966,disney orlando disnei florida walt,docluster.topn10.3.bm25,0.3816,disney orlando disnei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-28,el salvador,0.3886,2,tagmee.topn3.replace,0.4787,Lynchburg  Virginia,bertqe.topn10.bm25,0.4024,"{'el salvador': 1.5, 'el salvador la paz department': 1.0, 'el salvador cojutepeque el salvador': 1.0, 'el salvador segundo montes maximiliano': 0.6666666666666666, 'el salvador ahuachap n department': 0.6666666666666666, 'salvador el salvador usulut n': 0.6666666666666666}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-29,ellis college,0.0075,3,tagmee.topn3.replace,0.8129,Marc Anthony,wiki.topn3.replace,0.0623,gloria estefan template marc anthony jennifer lopez Marc Anthony,conceptnet.topn3,0.0141,ellis college elijah ellisize elis degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-30,eloan line of credit,0.0938,7,tagmee.topn3.replace,0.795,Martin Luther Martin Luther King  Jr,glove.topn3.replace,0.2553,eloan same loans banks,conceptnet.topn3.replace,0.25,eloan straight coast charge card,stem.trunc5,0.25,eloan line of credi,bertqe.topn10.bm25,0.25,"{'eloan line of credit': 1.5, '300 1997 eloan inc': 1.0, 'simple eloan inc': 0.761904761904762, 'obtained loans eloan would': 0.7142857142857143, 'inc eloan companies based': 0.5714285714285715, 'foundation 1997 names eloan inc': 0.5238095238095238}",glove.topn3,0.1753,eloan line credit same loans banks,sensedisambiguation.replace,0.1214,eloan credit line of credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-31,emery,0.6846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-32,fitzgerald auto mall chambersburg pa,0.1667,6,word2vec.topn3,1.0,fitzgerald auto mall chambersburg pa plame novak byrne automotive automobile shopping ma p a  ba,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,1.0,"{'pa': 2, 'chambersburg': 2, 'mall': 2, 'auto': 2, 'fitzgerald': 2, 'seat': 2.0, 'child': 1.767, 'appoint': 1.465, 'onlycontact': 1.442, 'check': 1.233, 'ntsb': 1.14, '12dhmh': 1.14, '430southern': 1.116, 'rockvillecontact': 1.116, '130fitzgerald': 1.116, 'safeti': 1.0}",bertqe.topn10.bm25,1.0,"{'fitzgerald auto mall chambersburg pa': 1.5, 'abstract fitzgerald auto malls': 1.0, '1966 fitzgerald fitzgerald auto malls': 0.7692307692307693, 'agency fitzgerald auto malls 2': 0.7692307692307693, 'auto malls catchall fitzgerald auto': 0.6153846153846154, 'fitzgerald auto malls ranked number': 0.5384615384615385}",conceptnet.topn3,0.5,fitzgerald auto mall chambersburg pa Francis Scott Key Fitzgerald Edward Fitzgerald car franklin county Pennsylvania public address system,tagmee.topn3.replace,0.5,Mercy Hospital  Iowa  Des Moines  Iowa Des Moines  Iowa,wiki.topn3.replace,0.2548,st  luke s hospital  cedar rapids  iowa  charles isenhart davenport community school district Mercy Hospital  Iowa  des moines metropolitan area des moines  iowa county seats in iowa Des Moines  Iowa des moines metropolitan area des moines  iowa county seats in iowa Des Moines  Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-33,harry potter,0.7585,3,relevancefeedback.topn10.bm25,0.7668,harry potter harri,docluster.topn10.3.bm25,0.7668,harry potter harri,bertqe.topn10.bm25,0.7617,"{'harry potter': 1.5, 'potter fictional universe harry': 1.0, 'harry potter fandom harry potter': 0.7499999999999998, 'potter film series harry': 0.7499999999999998, 'potter novel series harry potter': 0.5, 'harry potter film': 0.3749999999999999}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-34,harry potter movie,0.3401,4,tagmee.topn3,0.4771,harry potter movie Harry Potter  film series  Harry Potter  film series,conceptluster.topn5.3.bm25,0.4487,harry potter movie harry potter film series,bertqe.topn10.bm25,0.436,{'harry potter movie':1.5},glove.topn3,0.4079,harry potter movie potter reid harry http   www nwguild org film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-36,imdb batman returns,0.2439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-37,jack johnson,0.7779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-38,jack the ripper,0.7828,1,bertqe.topn10.bm25,0.7946,"{'jack the ripper': 1.5, 'jack ripper': 1.0, 'ripper jack ripper': 0.5999999999999999, 'jack ripper notorious': 0.4666666666666666, 'jack ripper adventure game': 0.13333333333333322, 'jack ripper murders': 0.0666666666666665}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-39,james caldwell high school,0.3495,1,bertqe.topn10.bm25,0.3535,"{'james caldwell high school': 1.0, 'caldwell high school james caldwell': 1.0, 'james caldwell high school ronald': 1.0, 'catchall james caldwell high school': 1.0, 'school james caldwell jchs james': 0.5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-40,james clayton md,0.0175,5,tagmee.topn3,0.5,james clayton md James Clayton  engineer,conceptluster.topn5.3.bm25,0.5,james clayton md james clayton engineer,tagmee.topn3.replace,0.2359,Pierce County  Washington,wiki.topn3.replace,0.0899,pierce county  washington thurston county  washington snohomish county  washington Pierce County  Washington,sensedisambiguation.replace,0.04,james clayton mendelevium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-41,joan of arc,0.8827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-42,john maxwell,0.5854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-45,keith urban,0.8381,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-47,king arthur,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-49,laura bush,0.2449,3,tagmee.topn3.replace,0.3976,San Antonio,onfields.topn3.10.1.1.bm25,0.2732,"{'laura': 2, 'bush': 2, 'texa': 1.351, 'barbara': 1.184, 'univers': 1.146, 'hous': 1.125, 'methodist': 1.115, 'jenna': 1.104, 'welch': 1.101, 'ladi': 1.056, 'degre': 1.049}",conceptnet.topn3,0.2613,laura bush president bush league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-50,laura steele bob and tom,0.0,9,tagmee.topn3.replace,0.2933,Savannah Technical College,wiki.topn3,0.0086,laura steele bob tom The Bob  amp  Tom Show,tagmee.topn3,0.0086,laura steele bob tom The Bob  amp  Tom Show,conceptluster.topn5.3.bm25,0.0086,laura steele bob tom bob   amp tom show,stem.trunc4,0.0034,laur stee bob and tom,conceptnet.topn3,0.0019,laura steele bob tom Sir Richrd Steele kidder county a nickname for Robert bobsled,stem.lovins,0.0019,laur steel bob and tom,stem.paicehusk,0.0019,laur steel bob and tom,wiki.topn3.replace,0.0014,education in mcduffie county  georgia buildings and structures in upson county  georgia buildings and structures in spalding county  georgia Savannah Technical College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-52,lincoln park,0.5887,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-53,lynchburg virginia,0.4787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-54,marc anthony,0.8129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-56,mario bros,0.8249,1,bertqe.topn10.bm25,0.8471,"{'mario bros': 1.5, 'mario bros disambiguation super mario': 1.0, 'bros disambiguation super mario usa': 0.75, 'see mario luigimario bros': 0.25, 'bros video game mario bros': 0.25, 'super mario bros disambiguation super': 0.25}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-57,martin luther king,0.7988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-58,mason ohio,0.1134,2,bertqe.topn10.bm25,0.2418,"{'mason ohio': 1.5, 'mason township ohio mason township': 1.0, 'ohio mason township lawrence county': 1.0, 'mason township lawrence county ohio': 0.8571428571428571, 'district mason ohio': 0.7142857142857143, 'oh mason mason township mason': 0.28571428571428564}",tagmee.topn3.replace,0.17300000000000001,St  Paul Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-59,mercy hospital in des moines  ia,0.3517,11,tagmee.topn3.replace,1.0,The Dish  TV series  Danielle Fishel,conceptnet.topn3.replace,0.5341,mercy hospital diethylstilbestrol diethylstilbesterol moines Iowa hood,sensedisambiguation.replace,0.5301,mercy hospital in delaware moines   iowa,termluster.topn5.3.bm25,0.5127,mercy hospital des moines ia state moin medic state merci medic,glove.topn3,0.5,mercy hospital des moines ia begged str  bb medical moines du iowa dubuque fahnt js,docluster.topn10.3.bm25,0.4455,mercy hospital in des moines  ia iowa merci,relevancefeedback.topn10.bm25,0.4444,mercy hospital in des moines  ia merci iowa cochran,conceptluster.topn5.3.bm25,0.4206,mercy hospital des moines ia mercy hospital iowa des moines iowa,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.4182,"{'de': 2, 'in': 2, 'moin': 2, 'merci': 2, 'hospit': 2, 'ia': 2, 'health': 1.265, 'iowa': 1.251, 'screen': 1.202, 'hear': 1.185, 'ctr': 1.185, 'memori': 1.178, 'newborn': 1.08}",tagmee.topn3,0.4167,mercy hospital des moines ia Mercy Hospital  Iowa  Des Moines  Iowa Des Moines  Iowa,conceptnet.topn3,0.3519,mercy hospital des moines ia diethylstilbestrol diethylstilbesterol Iowa hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-60,michael douglas,0.5999,1,tagmee.topn3.replace,0.7,The Longest Yard       film  Garage sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-61,mr rourke fantasy island,0.0351,3,tagmee.topn3.replace,0.3839,The Morning Call Lehigh Valley Pennsylvania,wiki.topn3.replace,0.1959,eritimes news thbeaver county times philadelphia daily news The Morning Call lehigh valley allentown  pennsylvania lehigh county  pennsylvania Lehigh Valley pennsylvania new jersey cities in pennsylvania Pennsylvania,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.05,"{'island': 2, 'fantasi': 2, 'rourk': 2, 'row': 2.0, 'mr': 2, 'child': 1.925, 'hear': 1.45, 'nih': 1.337, 'cse': 1.262, 'ocl': 1.225, 'recommend': 1.212, 'hedetniemi': 1.137, 'decis': 1.125, 'kornblatt': 1.087}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-63,old winchester shotguns,0.4539,4,sensedisambiguation.replace,0.7285,previous winchester shotgun,docluster.topn10.3.bm25,0.6533,old winchester shotguns winchest model,sensedisambiguation,0.5535,old previous winchester shotguns shotgun,tagmee.topn3.replace,0.5341,Thomas Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-65,orlando florida,0.4319,1,tagmee.topn3.replace,0.46299999999999997,University of North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-66,overeaters anonymous,0.6667,2,word2vec.topn3,0.7,overeaters anonymous bulimics compulsives semi anonymous non anonymous,bertqe.topn10.bm25,0.7,"{'overeaters anonymous': 1.5, 'overeaters anonymous mike molly sitcom': 1.0, 'overeaters anonymous oa': 0.8888888888888888, 'overeating oa overeaters anonymous overeaters': 0.6666666666666666, 'overeaters anonymous meeting': 0.33333333333333337, 'oa overeaters anonymous overeaters anonymous': 0.4444444444444444}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-67,ovguide movies,0.5,6,word2vec.topn3.replace,1.0,ovguide films,glove.topn3.replace,1.0,ovguide films,stem.lovins,1.0,ovguid mov,relevancefeedback.topn10.bm25,1.0,ovguide movies video gidget tv district spivack eguid seri florida bohnett,bertqe.topn10.bm25,1.0,"{'ovguide movies': 1.5, 'ovguide sequel films american broadcasting': 1.0, 'ovguide logojpg live matrix youtube': 0.9949181253529079, 'ovguide website aggregator': 0.9943534726143421, 'international ovguide calo peter drucker': 0.9864483342744212, 'ryan ovguide willie garson lost': 0.9819311123658949}",tagmee.topn3.replace,0.7372,Westminster Abbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-68,pierce county washington,0.2359,2,tagmee.topn3.replace,0.4639,Toyota Tundra,termluster.topn5.3.bm25,0.23800000000000002,pierce county washington washington unit state washington unit state counti pierc state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-70,radio italia online,0.1476,4,sensedisambiguation,0.3195,radio radio receiver italia italy online on line,termluster.topn5.3.bm25,0.305,radio italia online italia music televis music radio televis,bertqe.topn10.bm25,0.2291,"{'radio italia online': 1.5, 'italianlanguage television stations freetoair online': 1.0, 'italy online serv website 20090731': 0.9791029561671764, 'italia cbc radio 2 programs': 0.9485219164118247, 'web site called arte radio': 0.2443934760448522, 'bruni bbc milan bbc news': 0.09378185524974512}",conceptnet.topn3,0.1979,radio italia online Italy on line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-71,richmond virginia,0.5215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-72,rock     memphis,0.125,5,bertqe.topn10.bm25,0.6,"{'rock 103 memphis': 1.5, 'rock 103 classic': 1.0, 'rock wegr rock 103': 0.8, 'rock 103 wegr wegrfm catchall': 0.6666666666666667, '103 1027000000 rock 103 wegr': 0.6666666666666667, 'memphis tennessee alternative rock': 0.4}",tagmee.topn3,0.5,rock     memphis WEGR Memphis  Tennessee,conceptluster.topn5.3.bm25,0.5,rock     memphis wegr memphis tennessee,tagmee.topn3.replace,0.3125,New England Coffee,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.2511,"{'rock': 2, '103': 2, 'memphi': 2, 'ref': 1.182, 'doc': 1.182, 'transit': 1.169, '102': 1.162, 'ywca': 1.107, 'paye': 1.091, 'da0200020': 1.075, '33707': 1.073, '31706': 1.057}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-73,rowan university,0.6998,1,tagmee.topn3.replace,0.7548,The Pink Panther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-74,sacred heart u,0.0815,3,tagmee.topn3.replace,0.3923,University of Texas at Austin,termluster.topn5.3.bm25,0.129,sacred heart u heart sacr,wiki.topn3.replace,0.1056,universities and colleges in austin  texas visitor attractions in austin  texas university of texas at austin University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-75,sagemont church houston tx,0.0,15,tagmee.topn3.replace,0.1824,University of York,glove.topn3.replace,0.0625,sagemont catholic dallas texas hnkj austin,glove.topn3,0.0526,sagemont church houston tx catholic dallas texas hnkj austin,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0067,"{'houston': 2, 'church': 2, 'sagemont': 2, 'st': 2.0, 'tx': 2, 'co': 1.697, 'dalla': 1.234, 'ms': 1.17, 'lco': 1.061, 'rcc': 1.057, '3099': 1.057, 'datetim': 1.057, '03242000': 1.03, 'librari': 1.0}",sensedisambiguation.replace,0.0065,sagemont church service houston texas,conceptnet.topn3,0.0054,sagemont church houston tx cathedral bell a bell Texas texas medicine,termluster.topn5.3.bm25,0.0044,sagemont church houston tx houston church,wiki.topn3,0.0043,sagemont church houston tx houston  texas populated coastal places in texas dallas Houston houston  texas populated coastal places in texas dallas Houston,conceptnet.topn3.replace,0.0037,sagemont cathedral bell a bell houston Texas texas medicine,bertqe.topn10.bm25,0.0026,"{'sagemont church houston tx': 1.5, 'church houston texas first presbyterian': 1.0, 'first presbyterian church houston texas': 0.33333333333333326, 'texas chapelstbasilnightjpg churches houston': 0.33333333333333326, 'pcusa megachurch houston texas': 0.33333333333333326, 'texas churches houston texas': 0.33333333333333326}",wiki.topn3.replace,0.0023,education in york newcastluniversity university of leeds University of York,sensedisambiguation,0.0022,sagemont church church service houston tx texas,wordnet.topn3,0.0014,sagemont church houston tx church building church service Christian church Samuel Houston Sam Houston Texas TX Lone Star State,wordnet.topn3.replace,0.0013,sagemont church building church service Christian church Samuel Houston Sam Houston Texas TX Lone Star State,word2vec.topn3,0.0011,sagemont church houston tx chapel whitney dallas austin Tx texas rx,,,,,,,,,,,,,,,,,,
SemSearch_ES-76,san antonio,0.3976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-77,savannah tech,0.4874,3,bertqe.topn10.bm25,0.6287,"{'savannah tech': 1.5, 'savannah tech technical': 1.0, 'tech savannah georgia institute': 1.0, 'known savannah tech': 1.0, 'georgia tech savannah': 0.5, 'savannah technical college technological universities': 0.5}",termluster.topn5.3.bm25,0.5977,savannah tech state tech colleg savannah state colleg,tagmee.topn3.replace,0.5385,Ashley Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-78,sharp pc,0.1628,4,termluster.topn5.3.bm25,0.24,sharp pc comput corpor,tagmee.topn3,0.2284,sharp pc Sharp Corporation Personal computer,conceptluster.topn5.3.bm25,0.2284,sharp pc sharp corporation personal computer,tagmee.topn3.replace,0.2149,Beach Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-79,shobana masala,0.1429,5,conceptnet.topn3.replace,1.0,shobana blend,bertqe.topn10.bm25,1.0,"{'shobana masala': 1.5, 'shobana jeyasingh dance': 1.0, 'shobana 1 kalyana kacheri kalikkalam': 0.3793542905692438, 'shobanajpg mere baap pehle aap': 0.3279524214103653, 'chiriya vanna paravai jiiva natpin': 0.13084112149532706, 'ri isha talwar arabikkatha rimi': 0.06924384027187759}",tagmee.topn3.replace,0.7812,Bourbonnais  Illinois,rm3.topn10.10.0.5.bm25,0.5,indian jeyasingh shobana danc actress award tamil actor masala filmfar film,relevancefeedback.topn10.bm25,0.3333,shobana masala film award danc british,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
