qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20
SemSearch_LS-36,revolutionaries of      in Cuba,0.2142,7,onfields.topn3.10.1.1.qld,0.3411,"{'in': 2, '1959': 2, 'of': 2, 'revolutionari': 2, 'cuba': 2, 'revolut': 1.508, 'cuban': 1.416, 'forc': 1.268, 'arm': 1.259, 'castro': 1.145, 'communist': 1.1, 'defens': 1.081, 'ndez': 1.033, 'santamar': 1.019}",relevancefeedback.topn10.qld,0.2991,revolutionaries of      in cuba revolut forc cuban parti grenada castro acosta,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.2848,"{'in': 2, '1959': 2, 'of': 2, 'revolutionari': 2, 'cuba': 2, 'us': 1.515, 'per': 1.335, 'cuban': 1.25, 'latin': 1.136, '1958': 1.11, 'castro': 1.11, 'capita': 1.081, 'increas': 1.044, '97291064': 1.037, 'televis': 1.033}",bertqe.topn10.qld,0.2608,"{'revolutionaries of 1959 in Cuba': 1.5, 'revolution 1950s cuba 1959': 1.0, 'cuba 1959 revolution revolution': 0.8333333333333334, 'cuban revolution 1959 revolution': 0.8333333333333334, 'cuba 1959 cuban revolution revolutionaries': 0.8333333333333334, 'revolution 1959 cuba catholic': 0.8333333333333334}",conceptluster.topn5.3.qld,0.2435,revolutionaries      cuba cuban revolution,termluster.topn5.3.qld,0.2169,revolutionaries      cuba power cuban cuba cuban revolutionari power,tagmee.topn3,0.2164,revolutionaries      cuba Cuban Revolution      in Cuba Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-37,standard axioms of set theory,0.3601,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-38,states that border oklahoma,0.0173,8,sensedisambiguation,0.149,states state of matter that border surround oklahoma,tagmee.topn3.replace,0.0955,Television program Food Network,wiki.topn3,0.0868,states border oklahoma country subdivisions of the americas west virginia west virginia U S  state geography of new mexico río bravo  tamaulipas securelectronic network for travelers rapid inspection Mexico United States border oklahoma cities in oklahoma arkansas Oklahoma,wiki.topn3.replace,0.0591,multiple camera setup dramatic programming sketch comedy Television program food network food and drink television cooking channel Food Network,word2vec.topn3,0.0476,states border oklahoma sates states  border  nebraska wisconsin iowa,tagmee.topn3,0.0434,states border oklahoma U S  state Mexico United States border Oklahoma,conceptluster.topn5.3.qld,0.0434,states border oklahoma u s  state oklahoma mexico united states border,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.0414,"{'border': 2, 'that': 2, 'state': 2, 'river': 2.0, 'oklahoma': 2, 'red': 1.907, 'page': 1.903, 'texa': 1.815, 'compact': 1.676, 'corridor': 1.459, 'veget': 1.324, 'committe': 1.297, 'repres': 1.255, 'boundari': 1.085}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-39,ten ancient Greek city kingdoms of Cyprus,0.5068,1,termluster.topn5.3.qld,0.5493,ten ancient greek city kingdoms cyprus cypru greek citi ancient cypru citi greek citykingdom citi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-40,the first    american states,0.0,2,tagmee.topn3.replace,0.0063,Corporation John F  Hennessey Board of directors,wordnet.topn3,0.0005,first    american states foremost first class honours degree beginning baker s dozen xiii American language American English body politic State Department put forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-41,the four of the companions of the prophet,0.2958,3,tagmee.topn3.replace,0.5329,Scotch whisky Distillation Islay whisky,glove.topn3,0.3594,four companions prophet three five em   muhammad caricatures,sensedisambiguation,0.2992,the four of the companions companion of the prophet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-42,twelve tribes or sons of Israel,0.5183,3,termluster.topn5.3.qld,0.6028,twelve tribes sons israel tribe son kingdom twelv son kingdom twelv tribe kingdom judah kingdom tribe,relevancefeedback.topn10.qld,0.5766,twelve tribes or sons of israel tribe jacob dynasti judah twelv,sensedisambiguation,0.5705,twelve tribes tribe or sons son of Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-43,what books did paul of tarsus write,0.0,7,tagmee.topn3,0.0179,books paul tarsus write Books of the Bible Paul the Apostle Writing,conceptluster.topn5.3.qld,0.0179,books paul tarsus write paul apostle books bible writing,onfields.topn3.10.1.1.qld,0.0052,"{'write': 2, 'of': 2, 'did': 2, 'book': 2, 'what': 2, 'tarsu': 2, 'paul': 2, 'christian': 1.484, 'apostl': 1.351, 'saint': 1.225, 'paulin': 1.17, 'epistl': 1.141, 'theolog': 1.115, 'saul': 1.079, '1stcenturi': 1.0, 'kati': 1.0}",termluster.topn5.3.qld,0.0049,books paul tarsus write christian first,wordnet.topn3,0.0033,books paul tarsus write Bible script Apostle of the Gentiles Saul of Tarsus Alice Paul compose save,wiki.topn3,0.0025,books paul tarsus write list of major biblical figures apollos epistlto thlaodiceans Books of the Bible christianity in roman achaea hellenistijewish writers lukthevangelist Paul the Apostle vocabulary symbol narrative Writing,rm3.topn10.10.0.5.qld,0.0022,paul did christian what apostl tarsu roman write novel kati book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-44,what languages do they speak in afghanistan,0.1757,8,thesaurus.topn3,0.3641,languages speak afghanistan,anchor.topn3,0.3641,languages speak afghanistan,thesaurus.topn3.replace,0.3641,languages speak afghanistan,anchor.topn3.replace,0.3641,languages speak afghanistan,termluster.topn5.3.qld,0.3641,languages speak afghanistan,tagmee.topn3,0.1906,languages speak afghanistan Central Asia Ditto mark Speech Afghanistan,conceptluster.topn5.3.qld,0.1906,languages speak afghanistan afghanistan ditto mark speech central asia,glove.topn3,0.1775,languages speak afghanistan spoken spoke afghan taliban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-46,where the British monarch is also head of state,0.048,16,onfields.topn3.10.1.1.qld,0.20600000000000002,"{'state': 2, 'of': 2, 'also': 2, 'is': 2, 'british': 2, 'the': 2, 'where': 2, 'monarch': 2, 'head': 2, 'elizabeth': 2.0, 'ii': 1.791, 'queen': 1.718, 'princ': 1.384, 'commonwealth': 1.219, 'princess': 1.195, 'realm': 1.105, 'governorgener': 1.03, 'monarchi': 1.025}",stem.krovetz,0.1218,where the britain monarch is also head of state,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.1011,"{'state': 2, 'of': 2, 'head': 2, 'also': 2, 'is': 2, 'monarch': 2, 'british': 2, 'the': 2, 'where': 2, 'commonwealth': 2.0, 'member': 1.495, 'econom': 1.231, 'meet': 1.231, 'britain': 1.226, 'caribbean': 1.145, 'secretariat': 1.118, 'eec': 1.065, 'appendix': 1.065, 'repres': 1.048, 'divis': 1.032}",wordnet.topn3,0.0979,british monarch also head state Brits British people crowned head monarch butterfly besides likewise as well head teacher chief body politic State Department put forward,wiki.topn3,0.0945,british monarch also head state succession to thcrown act      flag of northern ireland statopening of parliament Monarchy of the United Kingdom head of government air transport of heads of state parliament Head of state,rm3.topn10.10.0.5.qld,0.0905,nigeria state ii where also british head flag kingdom monarch elizabeth monarchi queen,termluster.topn5.3.qld,0.08199999999999999,british monarch also head state head kingdom monarchi kingdom monarch monarchi head kingdom monarch,tagmee.topn3,0.0749,british monarch also head state Monarchy of the United Kingdom Head of state,conceptluster.topn5.3.qld,0.0749,british monarch also head state head state monarchy united kingdom,wordnet.topn3.replace,0.0706,Brits British people crowned head monarch butterfly besides likewise as well head teacher chief body politic State Department put forward,thesaurus.topn3,0.0628,british monarch also head state,anchor.topn3,0.0628,british monarch also head state,thesaurus.topn3.replace,0.0628,british monarch also head state,anchor.topn3.replace,0.0628,british monarch also head state,sensedisambiguation,0.0562,where the British monarch sovereign is also besides head read write head of state state of matter,glove.topn3,0.0498,british monarch also head state britain canadian king queen both although federal,,,,,,,,,,,,
SemSearch_LS-49,who invented the python programming language,0.1606,4,stem.paicehusk,0.2647,who inv the python program langu,stem.porter,0.2132,who invent the python programm languag,tagmee.topn3,0.1689,invented python programming language Python  programming language,conceptluster.topn5.3.qld,0.1689,invented python programming language python programming language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-50,wonders of the ancient world,0.6559,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-1,Carriers that Blackberry makes phones for,0.0291,8,rm3.topn10.10.0.5.qld,0.0522,network smartphon carrier mobil pearl blackberri phone make bold access torch,wordnet.topn3,0.0493,carriers blackberry makes phones letter carrier mailman bearer blackberry bush establish throw ring telephone,onfields.topn3.10.1.1.qld,0.0484,"{'for': 2, 'make': 2, 'that': 2, 'carrier': 2, 'phone': 2, 'blackberri': 2, 'mobil': 1.802, 'torch': 1.57, 'os': 1.535, 'smartphon': 1.291, 'telu': 1.221, '9810': 1.209, '9800': 1.163, '98509860': 1.105}",relevancefeedback.topn10.qld,0.040999999999999995,carriers that blackberry makes phones for  blackberri mobil access,wiki.topn3,0.0357,carriers blackberry makes phones evolved hspa    g cdma     Mobile network operator rubus blackberry os googlplay BlackBerry mobile telecommunication services mobile phones mobile telecommunications Mobile phone,bertqe.topn10.qld,0.033,"{'Carriers that Blackberry makes phones for': 1.5, 'blackberry limited carrier bell canada': 1.0, 'carriers rogers blackberry torch 9800': 0.8999999999999999, 'blackberry torch 9800 carriers telus': 0.7, 'cdma2000 carrier alltel blackberry limited': 0.7, 'carriers telus information appliances blackberry': 0.4000000000000001}",tagmee.topn3,0.0301,carriers blackberry makes phones Mobile network operator BlackBerry Mobile phone,conceptluster.topn5.3.qld,0.0301,carriers blackberry makes phones blackberry mobile network operator mobile phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-2,Winners of the ACM Athena award,0.1286,4,tagmee.topn3,0.2286,winners acm athena award Academy of Country Music Awards Athena  wrestler  Award,conceptluster.topn5.3.qld,0.2286,winners acm athena award award academy country music awards athena wrestler,bertqe.topn10.qld,0.2103,"{'Winners of the ACM Athena award': 1.5, 'awards acmw athena lecturer award': 1.0, 'acmw athena lecturer award': 0.888888888888889, '1987 awards acmw athena lecturer': 0.888888888888889, 'athena lecturer award special interest': 0.5555555555555555, 'acm athena lecturer awardyelick': 0.44444444444444436}",onfields.topn3.10.1.1.qld,0.2019,"{'athena': 2, 'the': 2, 'of': 2, 'winner': 2, 'award': 2, 'comput': 2.0, 'acm': 2, 'univers': 1.24, 'widom': 1.149, 'transact': 1.117, 'databas': 1.097, 'ignatz': 1.091, 'fantagraph': 1.071, 'acmw': 1.058, 'machineri': 1.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-4,Professional sports teams in Philadelphia,0.3287,2,tagmee.topn3,0.4452,professional sports teams philadelphia Philadelphia   ers,conceptluster.topn5.3.qld,0.4452,professional sports teams philadelphia philadelphia   ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-5,Products of Medimmune  Inc,0.2611,5,stem.paicehusk,0.598,produc of medimmun int,tagmee.topn3,0.4424,products medimmune inc MedImmune MedImmune,conceptluster.topn5.3.qld,0.3325,products medimmune inc  medimmune,stem.lovins,0.3172,produc of medimmun inc,sensedisambiguation.replace,0.2823,product of Medimmune   iraqi national congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-6,Organizations that award Nobel prizes,0.4006,2,wordnet.topn3,0.4109,organizations award nobel prizes constitution brass honour honor Alfred Nobel Alfred Bernhard Nobel prise appreciate respect,rm3.topn10.10.0.5.qld,0.401,chemistri prize econom peac award nobel laureat scienc organ swedish physic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-7,Airlines that currently use Boeing     planes,0.0337,9,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.1549,"{'use': 2, 'current': 2, 'that': 2, 'plane': 2, 'airlin': 2, '747': 2, 'boe': 2, 'airport': 1.587, 'nla': 1.28, 'could': 1.2, 'airplan': 1.147, '747400': 1.107, 'ntsb': 1.107, 'propos': 1.107}",bertqe.topn10.qld,0.0664,"{'Airlines that currently use Boeing 747 planes': 1.5, 'airlines emirates airline boeing 747': 1.0, 'boeing 777 ethiopian airlines boeing': 0.7105263157894737, 'usair flight 5050 boeing 737': 0.3684210526315789, 'united airlines boeing 720 passenger': 0.15789473684210523, 'shanghai airlines boeing 75726d b2876': 0.0}",stem.paicehusk,0.0621,airlin that cur us boe plan,word2vec.topn3,0.0613,airlines currently use boeing     planes airports presently curently still utilize employ airbus a    dreamliner             airplanes aircraft,tagmee.topn3,0.0463,airlines currently use boeing     planes Airline Boeing     Airplane,wordnet.topn3.replace,0.0461,airline business airway presently utilisation utilization use of goods and services boeing     shave planing machine,onfields.topn3.10.1.1.qld,0.046,"{'plane': 2, '747': 2, 'use': 2, 'current': 2, 'that': 2, 'airlin': 2, 'boe': 2, '757': 1.757, 'aircraft': 1.272, '757200': 1.217, 'flight': 1.147, 'airbu': 1.077, 'twinjet': 1.073, '757300': 1.064, 'bahc': 1.038, 'narrowbodi': 1.0}",word2vec.topn3.replace,0.0372,airports presently curently still utilize employ airbus a    dreamliner             airplanes aircraft,wiki.topn3,0.0367,airlines currently use boeing     planes airlines air charter boeing     Airline boeing     mcdonnell douglas dc    boeing     Boeing     aeronautics fixed wing aircraft aircraft Airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-9,Members of The Beaux Arts Trio,0.3792,3,onfields.topn3.10.1.1.qld,0.5704,"{'art': 2, 'the': 2, 'of': 2, 'member': 2, 'beaux': 2, 'trio': 2, 'piano': 1.469, 'pressler': 1.408, 'menahem': 1.194, 'greenwich': 1.173, 'tanglewood': 1.143, 'greenhous': 1.143, 'releas': 1.102, 'kristallnacht': 1.092, 'guilet': 1.082}",relevancefeedback.topn10.qld,0.5033,members of the beaux arts trio  trio pressler music new,rm3.topn10.10.0.5.qld,0.4602,quartet member piano beaux art trio pressler classic group festiv cellist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-10,Campuses of Indiana University,0.0692,9,sensedisambiguation.replace,0.3475,campus of indiana university,stem.krovetz,0.3475,campus of indiana university,onfields.topn3.10.1.1.qld,0.2441,"{'of': 2, 'campus': 2, 'indiana': 2, 'univers': 2, 'purdu': 1.203, 'campu': 1.136, 'iu': 1.075, 'bloomington': 1.061, 'indianapoli': 1.056, 'wikipediabookspurdu': 1.037, 'divis': 1.032, 'iupui': 1.029, 'extens': 1.024}",rm3.topn10.10.0.5.qld,0.17800000000000002,colleg educ univers indiana largest indianapoli campus hospit purdu enrol campu,conceptnet.topn3.replace,0.1334,campus indiana college,bertqe.topn10.qld,0.1147,"{'Campuses of Indiana University': 1.5, 'university campus indiana university purdue': 1.0, 'indiana u indiana bloomington': 1.0, 'campus indiana university purdue university': 0.8749999999999999, 'indiana university southeast indiana university': 0.5, 'bloomington campus school': 0.5}",wordnet.topn3,0.0898,campuses indiana university campus Hoosier State IN Robert Indiana,wordnet.topn3.replace,0.0775,campus Hoosier State IN Robert Indiana university,relevancefeedback.topn10.qld,0.0722,campuses of indiana university  univers informat hospit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-11,Donors to the Home Depot Foundation,0.1194,4,tagmee.topn3,0.218,donors home depot foundation Donation The Home Depot Foundation  nonprofit,conceptluster.topn5.3.qld,0.218,donors home depot foundation home depot foundation nonprofit donation,wiki.topn3,0.2005,donors home depot foundation leisure funding meeting Donation industrial supply companies hardware stores of canada companies based in cobb county  georgia The Home Depot membership organization microgrant list of organizations with consultativstatus to thunited nations economic and social council Foundation  nonprofit,onfields.topn3.10.1.1.qld,0.1226,"{'foundat': 2, 'the': 2, 'to': 2, 'donor': 2, 'home': 2, 'depot': 2, 'inc': 1.42, 'classroom': 1.252, 'georgia': 1.238, 'store': 1.231, 'simon': 1.196, 'retail': 1.133, 'adoptaclassroomorg': 1.126, 'suppli': 1.063, 'tennesse': 1.042}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-12,Airlines that Air Canada has code share flights with,0.0395,13,word2vec.topn3.replace,0.1243,airports air  water canadian quebec usa code share airlines,word2vec.topn3,0.1214,airlines air canada code share flights airports air  water canadian quebec usa airlines,wiki.topn3,0.10800000000000001,airlines air canada code share flights airlines air charter boeing     Airline airlines of canada air canada express winnipeg james armstrong richardson international airport Air Canada air transport world focus city passenger load factor Codeshare agreement airlines air charter boeing     Airline,tagmee.topn3,0.0752,airlines air canada code share flights Airline Air Canada Codeshare agreement Airline,conceptluster.topn5.3.qld,0.0674,airlines air canada code share flights codeshare agreement,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.0623,"{'with': 2, 'flight': 2, 'share': 2, 'code': 2, 'ha': 2, 'that': 2, 'airlin': 2, 'canada': 2, 'air': 2, 'servic': 1.494, 'codeshar': 1.488, 'applic': 1.469, 'author': 1.45, 'carrier': 1.337, 'agreement': 1.331, 'joint': 1.256, 'propos': 1.163, 'uscanada': 1.137}",bertqe.topn10.qld,0.0513,"{'Airlines that Air Canada has code share flights with': 1.5, 'canadian western airlines czech airlines': 1.0, 'nordflyg northland aviation nas air': 0.888888888888889, 'canada canadian pacific air lines': 0.7777777777777778, 'airlines champion air canadian airlines': 0.4444444444444444, 'express conviasa canadian western airlines': 0.3333333333333336}",onfields.topn3.10.1.1.qld,0.0465,"{'with': 2, 'share': 2, 'ha': 2, 'canada': 2, 'that': 2, 'code': 2, 'air': 2, 'flight': 2, 'airlin': 2, 'aviat': 1.181, 'fli': 1.162, 'design': 1.137, 'iata': 1.121, 'codeshar': 1.077, 'airway': 1.071, 'icao': 1.067}",relevancefeedback.topn10.qld,0.0421,airlines that air canada has code share flights with  airlin,thesaurus.topn3,0.0398,airlines air canada code share flights,anchor.topn3,0.0398,airlines air canada code share flights,thesaurus.topn3.replace,0.0398,airlines air canada code share flights,anchor.topn3.replace,0.0398,airlines air canada code share flights,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-14,Authors awarded an Anthony Award at Bouchercon in,0.3285,4,rm3.topn10.10.0.5.qld,0.3671,canadian mysteri bouchercon author award      detect novel fiction convent anthoni writer,onfields.topn3.10.1.1.qld,0.3489,"{'2007': 2, 'in': 2, 'at': 2, 'an': 2, 'author': 2, 'award': 2, 'boucher': 2.0, 'anthoni': 2, 'bouchercon': 2, 'convent': 1.264, 'detect': 1.187, 'xxiii': 1.165, 'xxxiv': 1.099, 'xxxix': 1.099, 'lovesey': 1.044, 'mysteri': 1.0}",conceptluster.topn5.3.qld,0.3395,authors awarded anthony award bouchercon      anthony awards,relevancefeedback.topn10.qld,0.3333,authors awarded an anthony award at bouchercon in       anthoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-15,Universities that are members of the SEC conference for football,0.0599,4,conceptluster.topn5.3.qld,0.0914,universities members sec conference football american football southeastern conference,wiki.topn3,0.0813,universities members sec conference football organizations based in birmingham  alabama conferencusa southeastern conference Southeastern Conference organizations based in birmingham  alabama conferencusa southeastern conference Southeastern Conference american football      introductions sports originating in the united states American football,word2vec.topn3,0.0788,universities members sec conference football colleges institutions memebers sec  min symposium soccer,tagmee.topn3,0.0759,universities members sec conference football Southeastern Conference Southeastern Conference American football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
